"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-05","5.37",",,X"," 1817",",,X",,,"0.00",",,0,2400",,,,,,,"67",",,0","44",",,0",,,"  350",",,X","  350",",,X","15.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-06","4.70",",,X"," 2006",",,X",,,"0.00",",,0,2400",,,,,,,"71",",,0","50",",,0",,,"  330",",,X","  330",",,X","12.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-07","6.04",",,X"," 1957",",,X",,,"0.02",",,0,2400",,,,,,,"68",",,0","55",",,0",,,"  180",",,X","  180",",,X","16.1",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-08","6.49",",,X"," 1557",",,X",,,"0.06",",,0,2400",,,,,,,"63",",,0","52",",,0",,,"  300",",,X","  290",",,X","16.1",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-09","6.04",",,X"," 1536",",,X",,,"0.00","T,,0,2400",,,,,,,"71",",,0","53",",,0",,,"  210",",,X","  210",",,X","21.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-10","4.03",",,X"," 1310",",,X",,,"0.00",",,0,2400",,,,,,,"68",",,0","50",",,0",,,"  330",",,X","  330",",,X","13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-11","4.70",",,X"," 2206",",,X",,,"0.00",",,0,2400",,,,,,,"66",",,0","46",",,0",,,"  340",",,X","  340",",,X","13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-12","6.26",",,X"," 1728",",,X",,,"0.00",",,0,2400",,,,,,,"67",",,0","51",",,0",,,"  340",",,X","  350",",,X","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-13","4.70",",,X"," 1343",",,X",,,"0.00",",,0,2400",,,,,,,"68",",,0","45",",,0",,,"  340",",,X","  350",",,X","16.1",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-14","6.04",",,X"," 1548",",,X",,,"0.00",",,0,2400",,,,,,,"71",",,0","50",",,0",,,"  330",",,X","  340",",,X","17.0",",,X","21.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-15","8.50",",,X"," 0838",",,X",,,"0.00",",,0,2400",,,,,,,"78",",,0","53",",,0",,,"   40",",,X","   50",",,X","30.0",",,X","40.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-16","2.91",",,X"," 1652",",,X",,,"0.00",",,0,2400",,,,,,,"75",",,0","47",",,0",,,"  350",",,X","  340",",,X","6.9",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-17","2.91",",,X"," 1534",",,X",,,"0.00",",,0,2400",,,,,,,"76",",,0","46",",,0",,,"  340",",,X","  310",",,X","8.1",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-18","2.46",",,X"," 1755",",,X",,,"0.00",",,0,2400",,,,,,,"78",",,0","46",",,0",,,"  330",",,X","  330",",,X","8.1",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-19","2.91",",,X"," 1415",",,X",,,"0.00",",,0,2400",,,,,,,"74",",,0","44",",,0",,,"  310",",,X","  330",",,X","8.9",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-20","2.91",",,X"," 1358",",,X",,,"0.00",",,0,2400",,,,,,,"72",",,0","41",",,0",,,"  350",",,X","  360",",,X","8.1",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-21","2.24",",,X"," 1544",",,X",,,"0.00",",,0,2400",,,,,,,"73",",,0","43",",,0",,,"   10",",,X","   30",",,X","6.9",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-22","1.79",",,X"," 1529",",,X",,,"0.00",",,0,2400",,,,,,,"72",",,0","43",",,0",,,"  340",",,X","  340",",,X","6.9",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-23","2.24",",,X"," 1315",",,X",,,"0.00",",,0,2400",,,,,,,"71",",,0","44",",,0",,,"  330",",,X","  330",",,X","8.1",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-24","3.58",",,X"," 1832",",,X",,,"0.03",",,0,2400",,,,,,,"62",",,0","44",",,0",,,"  320",",,X","  320",",,X","10.1",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-25","9.84",",,X"," 1408",",,X",,,"0.05",",,0,2400",,,,,,,"63",",,0","49",",,0",,,"  290",",,X","  300",",,X","23.0",",,X","25.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-26","7.83",",,X"," 1525",",,X",,,"0.00",",,0,2400",,,,,,,"58",",,0","41",",,0",,,"  310",",,X","  330",",,X","17.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-27","3.80",",,X"," 1630",",,X",,,"0.00",",,0,2400",,,,,,,"59",",,0","35",",,0",,,"  330",",,X","  330",",,X","12.1",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-28","7.61",",,X"," 2359",",,X",,,"0.17",",,0,2400",,,,,,,"65",",,0","41",",,0",,,"  140",",,X","  140",",,X","21.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-29","8.95",",,X"," 2359",",,X",,,"0.02",",,0,2400",,,,,,,"61",",,0","50",",,0",,,"  140",",,X","  140",",,X","21.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-11-30","3.13",",,X"," 2331",",,X",,,"0.00",",,0,2400",,,,,,,"63",",,0","45",",,0",,,"  160",",,X","  170",",,X","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-01","12.75",",,X"," 1202",",,X",,,"0.61",",,0,2400",,,,,,,"63",",,0","50",",,0",,,"  180",",,X","  180",",,X","30.0",",,X","40.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-02","7.16",",,X"," 1316",",,X",,,"0.06",",,0,2400",,,,,,,"57",",,0","41",",,0",,,"  340",",,X","  340",",,X","19.9",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-03","6.71",",,X"," 1526",",,X",,,"0.00",",,0,2400",,,,,,,"57",",,0","37",",,0",,,"  320",",,X","  320",",,X","17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-04","4.92",",,X"," 1545",",,X",,,"0.00",",,0,2400",,,,,,,"60",",,0","38",",,0",,,"  320",",,X","  330",",,X","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-05","2.24",",,X"," 1712",",,X",,,"0.00",",,0,2400",,,,,,,"59",",,0","35",",,0",,,"  310",",,X","  320",",,X","8.9",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-06","2.91",",,X"," 1534",",,X",,,"0.00",",,0,2400",,,,,,,"62",",,0","33",",,0",,,"  360",",,X","   50",",,X","8.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-07","2.91",",,X"," 2056",",,X",,,"0.03",",,0,2400",,,,,,,"58",",,0","37",",,0",,,"  300",",,X","  300",",,X","8.1",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-08","3.36",",,X"," 1643",",,X",,,"0.00",",,0,2400",,,,,,,"60",",,0","48",",,0",,,"  290",",,X","  290",",,X","10.1",",,X","12.1",",,X","    1",",,0",,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-09","1.57",",,X"," 2117",",,X",,,"0.00",",,0,2400",,,,,,,"66",",,0","41",",,0",,,"  190",",,X","  190",",,X","8.1",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-10","2.91",",,X"," 1641",",,X",,,"0.00",",,0,2400",,,,,,,"66",",,0","40",",,0",,,"  330",",,X","  350",",,X","10.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-11","2.91",",,X"," 1254",",,X",,,"0.00",",,0,2400",,,,,,,"65",",,0","43",",,0",,,"  340",",,X","   20",",,X","12.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-12","3.13",",,X"," 1502",",,X",,,"0.00",",,0,2400",,,,,,,"59",",,0","45",",,0",,,"  340",",,X","   20",",,X","10.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-13","2.68",",,X"," 1616",",,X",,,"0.00",",,0,2400",,,,,,,"58",",,0","43",",,0",,,"  330",",,X","  340",",,X","13.0",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-14","2.46",",,X"," 1527",",,X",,,"0.00",",,0,2400",,,,,,,"58",",,0","39",",,0",,,"  340",",,X","  340",",,X","8.9",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-15","3.13",",,X"," 1535",",,X",,,"0.00",",,0,2400",,,,,,,"60",",,0","38",",,0",,,"  320",",,X","  320",",,X","8.9",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-16","3.80",",,X"," 1548",",,X",,,"0.00",",,0,2400",,,,,,,"55",",,0","35",",,0",,,"  340",",,X","  340",",,X","10.1",",,X","13.0",",,X","    1",",,0",,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-17","9.84",",,X"," 2359",",,X",,,"0.34",",,0,2400",,,,,,,"57",",,0","42",",,0",,,"  150",",,X","  150",",,X","23.9",",,X","31.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-18","14.99",",,X"," 0049",",,X",,,"1.02",",,0,2400",,,,,,,"61",",,0","51",",,0",,,"  150",",,X","  140",",,X","30.0",",,X","36.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-19","7.83",",,X"," 0208",",,X",,,"0.00","T,,0,2400",,,,,,,"65",",,0","50",",,0",,,"  150",",,X","  150",",,X","23.9",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-20","8.05",",,X"," 0717",",,X",,,"0.00",",,0,2400",,,,,,,"70",",,0","49",",,0",,,"  160",",,X","  150",",,X","23.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-21","8.72",",,X"," 2058",",,X",,,"0.29",",,0,2400",,,,,,,"67",",,0","58",",,0",,,"  110",",,X","   90",",,X","17.0",",,X","25.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-22","7.61",",,X"," 1457",",,X",,,"0.01",",,0,2400",,,,,,,"65",",,0","58",",,0",,,"  160",",,X","  160",",,X","16.1",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-23","2.68",",,X"," 1335",",,X",,,"0.11",",,0,2400",,,,,,,"62",",,0","53",",,0",,,"  340",",,X","  340",",,X","10.1",",,X","12.1",",,X","    1",",,0","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-24","3.80",",,X"," 2052",",,X",,,"0.00",",,0,2400",,,,,,,"69",",,0","53",",,0",,,"  310",",,X","  310",",,X","16.1",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-25","7.16",",,X"," 2215",",,X",,,"0.01",",,0,2400",,,,,,,"61",",,0","55",",,0",,,"  120",",,X","  120",",,X","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-26","5.37",",,X"," 0254",",,X",,,"0.04",",,0,2400",,,,,,,"62",",,0","48",",,0",,,"  300",",,X","  300",",,X","21.0",",,X","29.1",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-27","10.29",",,X"," 1113",",,X",,,"0.01",",,0,2400",,,,,,,"63",",,0","53",",,0",,,"  140",",,X","  130",",,X","21.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-28","8.95",",,X"," 0738",",,X",,,"0.01",",,0,2400",,,,,,,"63",",,0","48",",,0",,,"  120",",,X","  160",",,X","21.9",",,X","31.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-29","3.58",",,X"," 1403",",,X",,,"0.00","T,,0,2400",,,,,,,"58",",,0","46",",,0",,,"  340",",,X","   60",",,X","8.9",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-30","13.20",",,X"," 2346",",,X",,,"0.02",",,0,2400",,,,,,,"62",",,0","52",",,0",,,"  200",",,X","  130",",,X","21.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2005-12-31","13.87",",,X"," 1259",",,X",,,"0.47",",,0,2400",,,,,,,"62",",,0","49",",,0",,,"  300",",,X","  270",",,X","28.0",",,X","36.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-01","18.34",",,W"," 0851",",,X"," 0851",",,W","0.04",",,0,2400",,,,,,,"59",",,0","49",",,0",,,"  150",",,X","  160",",,X","42.9",",,X","51.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-02","6.93",",,W"," 1402",",,X"," 1402",",,W","1.30",",,0,2400",,,,,,,"56",",,0","46",",,0",,,"  320",",,X","  330",",,X","23.0",",,X","29.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-03","10.51",",,W"," 1801",",,X"," 1010",",,W","0.00","T,,0,2400",,,,,,,"56",",,0","43",",,0",,,"  150",",,X","  140",",,X","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-04","4.47",",,W"," 0006",",,X"," 0005",",,W","0.00",",,0,2400",,,,,,,"67",",,0","49",",,0",,,"  130",",,X","  140",",,X","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-05","2.91",",,W"," 1605",",,X"," 1605",",,W","0.00",",,0,2400",,,,,,,"63",",,0","44",",,0",,,"  320",",,X","  340",",,X","10.1",",,X","12.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-06","2.91",",,W"," 1912",",,X"," 1911",",,W","0.00",",,0,2400",,,,,,,"69",",,0","42",",,0",,,"  330",",,X","  320",",,X","10.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-07","5.14",",,W"," 1415",",,X"," 1414",",,W","0.20",",,0,2400",,,,,,,"62",",,0","45",",,0",,,"  340",",,X","  330",",,X","19.9",",,X","21.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-08","4.70",",,W"," 1433",",,X"," 1437",",,W","0.00",",,0,2400",,,,,,,"59",",,0","42",",,0",,,"  310",",,X","  320",",,X","14.1",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-09","2.46",",,W"," 1336",",,X"," 1335",",,W","0.00",",,0,2400",,,,,,,"61",",,0","38",",,0",,,"  340",",,X","  330",",,X","8.9",",,X","10.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-10","2.91",",,W"," 1303",",,X"," 1302",",,W","0.00",",,0,2400",,,,,,,"57",",,0","38",",,0",,,"  350",",,X","  360",",,X","12.1",",,X","14.1",",,X","    1",",,0","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-11","7.83",",,W"," 1442",",,X"," 1442",",,W","0.00","T,,0,2400",,,,,,,"62",",,0","46",",,0",,,"  340",",,X","  330",",,X","17.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-12","3.58",",,W"," 1523",",,X"," 1522",",,W","0.00",",,0,2400",,,,,,,"61",",,0","40",",,0",,,"  340",",,X","  340",",,X","10.1",",,X","12.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-13","8.05",",,W"," 1351",",,X"," 1350",",,W","0.01",",,0,2400",,,,,,,"69",",,0","42",",,0",,,"  190",",,X","  210",",,X","23.9",",,X","30.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-14","7.83",",,W"," 1002",",,X"," 0931",",,W","0.55",",,0,2400",,,,,,,"55",",,0","46",",,0",,,"  160",",,X","  100",",,X","15.0",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-15","6.26",",,W"," 1055",",,X"," 1359",",,W","0.00",",,0,2400",,,,,,,"54",",,0","38",",,0",,,"  310",",,X","  330",",,X","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-16","3.36",",,W"," 1730",",,X"," 1436",",,W","0.00",",,0,2400",,,,,,,"58",",,0","40",",,0",,,"  310",",,X","  340",",,X","8.9",",,X","12.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-17","7.61",",,W"," 1714",",,X"," 1633",",,W","0.01",",,0,2400",,,,,,,"63",",,0","43",",,0",,,"  210",",,X","  210",",,X","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-18","5.82",",,W"," 1358",",,X"," 1355",",,W","0.11",",,0,2400",,,,,,,"60",",,0","45",",,0",,,"  330",",,X","  340",",,X","21.9",",,X","29.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-19","4.25",",,W"," 1210",",,X"," 1158",",,W","0.00",",,0,2400",,,,,,,"56",",,0","40",",,0",,,"  330",",,X","  330",",,X","12.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-20","4.70",",,W"," 1620",",,X"," 1806",",,W","0.00",",,0,2400",,,,,,,"57",",,0","35",",,0",,,"  340",",,X","  330",",,X","13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-21","5.37",",,W"," 1400",",,X"," 1352",",,W","0.03",",,0,2400",,,,,,,"55",",,0","43",",,0",,,"  330",",,X","  340",",,X","12.1",",,X","14.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-22","4.70",",,W"," 1546",",,X"," 1545",",,W","0.00",",,0,2400",,,,,,,"62",",,0","42",",,0",,,"  350",",,X","  340",",,X","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-23","5.14",",,W"," 1442",",,X"," 1441",",,W","0.00",",,0,2400",,,,,,,"66",",,0","42",",,0",,,"  340",",,X","  330",",,X","17.9",",,X","21.0",",,X",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","2006-01-24","2.91",",,W"," 1543",",,X"," 1541",",,W","0.00",",,0,2400",,,,,,,"67",",,0","38",",,0",,,"  340",",,X","  340",",,X","8.9",",,X","10.1",",,X",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
